studentNo,fName,lName,gender,Program,address,inResidence,highschool,transcript,academicStanding,birthday
781,Shania,Colton,F,Electrical Engineering,"5216 Cozy Island, Bancroft, Ontario, P1Q-0E0, CA",1,Out of Canada,"Shania, Colton, 5216 Cozy Island, Bancroft, Ontario, P1Q-0E0, CA, 781, 1995-08-01, Electrical Engineering, Out of Canada, ",Clear,1995-08-01
782,Arturo,Margaret,M,Mechatronics Engineering,"4738 Pleasant Terrace, Nakina, Ontario, M2Y-0L4, CA",0,"Abbey Park High School, Oakville, Ontario","Arturo, Margaret, 4738 Pleasant Terrace, Nakina, Ontario, M2Y-0L4, CA, 782, 1987-03-09, Mechatronics Engineering, Abbey Park High School, Oakville, Ontario, ",Clear ,1987-03-09
783,Kira,Riley,F,Mechatronics Engineering,"3435 Golden Circuit, Sandwich, Ontario, L6C-2V1, CA",1,"Abbey Park High School, Oakville, Ontario","Kira, Riley, 3435 Golden Circuit, Sandwich, Ontario, L6C-2V1, CA, 783, 2003-07-03, Mechatronics Engineering, Abbey Park High School, Oakville, Ontario, ",Clear,2003-07-03
784,Corbin,Ariana,M,Software Engineering,"3082 Harvest Glen, Evansville, Ontario, M2X-0X9, CA",0,"Abbey Park High School, Oakville, Ontario","Corbin, Ariana, 3082 Harvest Glen, Evansville, Ontario, M2X-0X9, CA, 784, 1987-09-27, Software Engineering, Abbey Park High School, Oakville, Ontario, ",Clear ,1987-09-27
785,Meredith,Edward,F,Software Engineering,"2459 Fallen Avenue, Campbellford, Ontario, K5U-7P0, CA",1,"Mississauga Secondary School, Mississauga, Ontario","Meredith, Edward, 2459 Fallen Avenue, Campbellford, Ontario, K5U-7P0, CA, 785, 2001-03-10, Software Engineering, Mississauga Secondary School, Mississauga, Ontario, ",Clear,2001-03-10
786,Deandre,Mikayla,F,Software Engineering,"889 Sleepy Pathway, Paisley, Ontario, N0B-3T7, CA",1,"Mississauga Secondary School, Mississauga, Ontario","Deandre, Mikayla, 889 Sleepy Pathway, Paisley, Ontario, N0B-3T7, CA, 786, 1999-07-07, Software Engineering, Mississauga Secondary School, Mississauga, Ontario, ",Clear ,1999-07-07
787,Eva,Jorge,M,Software Engineering,"8270 Grand Rabbit Manor, South Augusta, Ontario, M0E-0U9, CA",1,"John Fraser Secondary School, Mississauga, Ontario","Eva, Jorge, 8270 Grand Rabbit Manor, South Augusta, Ontario, M0E-0U9, CA, 787, 1992-03-24, Software Engineering, John Fraser Secondary School, Mississauga, Ontario, ",Clear,1992-03-24
788,Ricky,Cassidy,F,Electrical Engineering,"198 Little Nectar Arbor, Maynooth, Ontario, N6B-9F6, CA",0,"John Fraser Secondary School, Mississauga, Ontario","Ricky, Cassidy, 198 Little Nectar Arbor, Maynooth, Ontario, N6B-9F6, CA, 788, 1987-03-23, Electrical Engineering, John Fraser Secondary School, Mississauga, Ontario, ",Clear ,1987-03-23
789,Lisa,Jalen,M,Electrical Engineering,"5840 Lazy Pond Pines, Whitefish Falls, Ontario, N8E-1Y9, CA",1,"John Fraser Secondary School, Mississauga, Ontario","Lisa, Jalen, 5840 Lazy Pond Pines, Whitefish Falls, Ontario, N8E-1Y9, CA, 789, 2001-02-14, Electrical Engineering, John Fraser Secondary School, Mississauga, Ontario, ",Clear,2001-02-14
790,Kristopher,Diana,F,Electrical Engineering,"9633 Hidden Place, Hearst, Ontario, M0P-1C5, CA",0,"White Oaks High School, Oakville, Ontario","Kristopher, Diana, 9633 Hidden Place, Hearst, Ontario, M0P-1C5, CA, 790, 2003-05-11, Electrical Engineering, White Oaks High School, Oakville, Ontario, ",Clear ,2003-05-11
791,Dakota,Tristan,F,Mechatronics Engineering,"7093 Noble Shadow Loop, Manvers, Ontario, L5I-6D3, CA",1,"White Oaks High School, Oakville, Ontario","Dakota, Tristan, 7093 Noble Shadow Loop, Manvers, Ontario, L5I-6D3, CA, 791, 1996-05-27, Mechatronics Engineering, White Oaks High School, Oakville, Ontario, ",Clear,1996-05-27
792,Lane,Amy,M,Mechatronics Engineering,"7791 Burning Boulevard, Petewahweh, Ontario, L6B-3Q8, CA",1,"White Oaks High School, Oakville, Ontario","Lane, Amy, 7791 Burning Boulevard, Petewahweh, Ontario, L6B-3Q8, CA, 792, 2002-06-09, Mechatronics Engineering, White Oaks High School, Oakville, Ontario, ",Clear ,2002-06-09
793,Hallie,Jeffrey,F,Software Engineering,"7427 Red Oak Farm, Byng Inlet, Ontario, M3S-8D7, CA",0,"White Oaks High School, Oakville, Ontario","Hallie, Jeffrey, 7427 Red Oak Farm, Byng Inlet, Ontario, M3S-8D7, CA, 793, 1996-01-01, Software Engineering, White Oaks High School, Oakville, Ontario, ",Clear,1996-01-01
794,Pablo,Kylie,M,Software Engineering,"1787 Colonial Pine Key, Rexdale, Ontario, L1G-3H1, CA",1,"Meadowvale Secondary School, Mississauga, Ontario","Pablo, Kylie, 1787 Colonial Pine Key, Rexdale, Ontario, L1G-3H1, CA, 794, 1991-10-13, Software Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear ,1991-10-13
795,Anne,Xavier,F,Software Engineering,"993 Sunny Wynd, Barclay, Ontario, P8F-8A1, CA",0,"Meadowvale Secondary School, Mississauga, Ontario","Anne, Xavier, 993 Sunny Wynd, Barclay, Ontario, P8F-8A1, CA, 795, 2003-02-03, Software Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear,2003-02-03
796,Darren,Lindsey,F,Software Engineering,"4419 Amber Extension, Mobert, Ontario, M3T-0L4, CA",1,"Meadowvale Secondary School, Mississauga, Ontario","Darren, Lindsey, 4419 Amber Extension, Mobert, Ontario, M3T-0L4, CA, 796, 2001-10-19, Software Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear ,2001-10-19
797,Rose,Jeremiah,M,Electrical Engineering,"2412 Middle Drive, Hanmer, Ontario, P1P-5Z7, CA",1,"Meadowvale Secondary School, Mississauga, Ontario","Rose, Jeremiah, 2412 Middle Drive, Hanmer, Ontario, P1P-5Z7, CA, 797, 1987-11-27, Electrical Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear,1987-11-27
798,Zion,Erica,F,Electrical Engineering,"4187 Dewy Beacon Path, Lorneville, Ontario, P8Y-0J3, CA",1,"Meadowvale Secondary School, Mississauga, Ontario","Zion, Erica, 4187 Dewy Beacon Path, Lorneville, Ontario, P8Y-0J3, CA, 798, 1999-05-23, Electrical Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear ,1999-05-23
799,Liliana,Brendan,M,Electrical Engineering,"8664 Silver Panda Harbour, Chapleau, Ontario, P1L-3H0, CA",1,"St Joseph Secondary School, Mississauga, Ontario","Liliana, Brendan, 8664 Silver Panda Harbour, Chapleau, Ontario, P1L-3H0, CA, 799, 1992-02-24, Electrical Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear,1992-02-24
800,Jarrett,Tiffany,F,Mechatronics Engineering,"5366 Old Quail Subdivision, Coral Rapids, Ontario, M9X-4B6, CA",1,"St Joseph Secondary School, Mississauga, Ontario","Jarrett, Tiffany, 5366 Old Quail Subdivision, Coral Rapids, Ontario, M9X-4B6, CA, 800, 1986-10-21, Mechatronics Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear ,1986-10-21
801,Kristin,Paul,F,Mechatronics Engineering,"6114 Grand Byway, Malachi, Ontario, P5A-7V9, CA",0,"St Joseph Secondary School, Mississauga, Ontario","Kristin, Paul, 6114 Grand Byway, Malachi, Ontario, P5A-7V9, CA, 801, 2002-02-13, Mechatronics Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear,2002-02-13
802,Alfredo,Cassandra,M,Software Engineering,"6061 Amber Goose Trail, Eganville, Ontario, L5Y-6L4, CA",0,"St Joseph Secondary School, Mississauga, Ontario","Alfredo, Cassandra, 6061 Amber Goose Trail, Eganville, Ontario, L5Y-6L4, CA, 802, 1990-11-09, Software Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear ,1990-11-09
803,Marisa,Marcus,F,Software Engineering,"2967 Crystal Pony Range, Waterloo, Ontario, M0B-6P4, CA",1,"St Joseph Secondary School, Mississauga, Ontario","Marisa, Marcus, 2967 Crystal Pony Range, Waterloo, Ontario, M0B-6P4, CA, 803, 1990-10-01, Software Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear,1990-10-01
804,Micheal,Cheyenne,M,Software Engineering,"8773 Lazy Common, Matheson Station, Ontario, L4N-8X9, CA",0,"Westside Secondary School, Orangeville, Ontario","Micheal, Cheyenne, 8773 Lazy Common, Matheson Station, Ontario, L4N-8X9, CA, 804, 1991-01-04, Software Engineering, Westside Secondary School, Orangeville, Ontario, ",Clear ,1991-01-04
805,Deanna,Spencer,F,Software Engineering,"496 Foggy End, Levack, Ontario, P6Y-1T7, CA",0,"Sinclair Secondary School, Whitby, Ontario","Deanna, Spencer, 496 Foggy End, Levack, Ontario, P6Y-1T7, CA, 805, 2002-12-20, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,2002-12-20
806,Angelo,Gabriella,F,Electrical Engineering,"734 Quaking Villas, Bonarlaw, Ontario, K3X-7E0, CA",1,"Sinclair Secondary School, Whitby, Ontario","Angelo, Gabriella, 734 Quaking Villas, Bonarlaw, Ontario, K3X-7E0, CA, 806, 1986-08-09, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1986-08-09
807,Imani,Victor,M,Electrical Engineering,"7970 Emerald Fawn Maze, Low Bush, Ontario, K7Y-7K5, CA",1,"Sinclair Secondary School, Whitby, Ontario","Imani, Victor, 7970 Emerald Fawn Maze, Low Bush, Ontario, K7Y-7K5, CA, 807, 1992-03-23, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1992-03-23
808,Carl,Katie,F,Electrical Engineering,"1917 Misty Hollow, Mildmay, Ontario, K2R-9G7, CA",1,"Sinclair Secondary School, Whitby, Ontario","Carl, Katie, 1917 Misty Hollow, Mildmay, Ontario, K2R-9G7, CA, 808, 1998-02-25, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1998-02-25
809,Kailey,Jake,M,Mechatronics Engineering,"2490 Merry Route, Bolkow, Ontario, K6H-1L7, CA",0,"Sinclair Secondary School, Whitby, Ontario","Kailey, Jake, 2490 Merry Route, Bolkow, Ontario, K6H-1L7, CA, 809, 2000-07-03, Mechatronics Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,2000-07-03
810,Oliver,Leah,F,Mechatronics Engineering,"9828 Hazy Pioneer Mews, Kapiscau, Ontario, K8R-8D3, CA",0,"Sinclair Secondary School, Whitby, Ontario","Oliver, Leah, 9828 Hazy Pioneer Mews, Kapiscau, Ontario, K8R-8D3, CA, 810, 1991-08-24, Mechatronics Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1991-08-24
811,Annie,Stephen,F,Software Engineering,"942 Shady Farm, Coniston, Ontario, K7H-0C6, CA",1,"Sinclair Secondary School, Whitby, Ontario","Annie, Stephen, 942 Shady Farm, Coniston, Ontario, K7H-0C6, CA, 811, 1993-10-09, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1993-10-09
812,Kyler,Molly,M,Software Engineering,"669 Sunny View Diversion, Holland, Ontario, K0K-2E4, CA",0,"Sinclair Secondary School, Whitby, Ontario","Kyler, Molly, 669 Sunny View Diversion, Holland, Ontario, K0K-2E4, CA, 812, 1989-06-06, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1989-06-06
813,Nia,Kenneth,F,Software Engineering,"9732 Heather Cider Lane, Petawawa, Ontario, K9Y-4Y1, CA",1,"Sinclair Secondary School, Whitby, Ontario","Nia, Kenneth, 9732 Heather Cider Lane, Petawawa, Ontario, K9Y-4Y1, CA, 813, 2000-05-21, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,2000-05-21
814,Tommy,Isabel,M,Software Engineering,"5692 Sleepy Quail Grove, South Porcupine, Ontario, K1E-4W4, CA",1,"Sinclair Secondary School, Whitby, Ontario","Tommy, Isabel, 5692 Sleepy Quail Grove, South Porcupine, Ontario, K1E-4W4, CA, 814, 1998-01-01, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1998-01-01
815,Carolyn,Tanner,F,Electrical Engineering,"1024 Honey Manor, Port Dalhousie, Ontario, N8L-6I1, CA",1,"Sinclair Secondary School, Whitby, Ontario","Carolyn, Tanner, 1024 Honey Manor, Port Dalhousie, Ontario, N8L-6I1, CA, 815, 1991-12-01, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1991-12-01
816,Walter,Mia,F,Electrical Engineering,"8296 Harvest Lagoon Path, Webbwood, Ontario, P5Y-5X5, CA",1,"Sinclair Secondary School, Whitby, Ontario","Walter, Mia, 8296 Harvest Lagoon Path, Webbwood, Ontario, P5Y-5X5, CA, 816, 1985-12-04, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1985-12-04
817,Anastasia,Bryce,M,Electrical Engineering,"1114 Bright Brook Jetty, Inglewood Junction, Ontario, K9R-4K2, CA",1,"Sinclair Secondary School, Whitby, Ontario","Anastasia, Bryce, 1114 Bright Brook Jetty, Inglewood Junction, Ontario, K9R-4K2, CA, 817, 1994-10-04, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1994-10-04
818,Dallas,Sabrina,F,Mechatronics Engineering,"3055 Old Stead, Ignace, Ontario, M2Z-5J9, CA",1,"Sinclair Secondary School, Whitby, Ontario","Dallas, Sabrina, 3055 Old Stead, Ignace, Ontario, M2Z-5J9, CA, 818, 1999-05-22, Mechatronics Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1999-05-22
819,Brenna,Dalton,M,Mechatronics Engineering,"7061 Easy Quay, Mattice, Ontario, M7Q-4V9, CA",1,"Sinclair Secondary School, Whitby, Ontario","Brenna, Dalton, 7061 Easy Quay, Mattice, Ontario, M7Q-4V9, CA, 819, 1993-03-26, Mechatronics Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1993-03-26
820,Jace,Alexandria,F,Software Engineering,"6706 Dewy View, Fort Erie, Ontario, L9S-4X8, CA",1,"Sinclair Secondary School, Whitby, Ontario","Jace, Alexandria, 6706 Dewy View, Fort Erie, Ontario, L9S-4X8, CA, 820, 1993-11-17, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1993-11-17
821,Dana,Jesse,F,Software Engineering,"2646 Velvet Panda Corner, Erindale, Ontario, M7O-0O3, CA",1,"Sinclair Secondary School, Whitby, Ontario","Dana, Jesse, 2646 Velvet Panda Corner, Erindale, Ontario, M7O-0O3, CA, 821, 1987-12-30, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1987-12-30
822,Quinn,Leslie,M,Software Engineering,"3682 Umber Timber Extension, Bongards, Ontario, K3A-9T1, CA",0,"Port Credit Secondary School, Mississauga, Ontario","Quinn, Leslie, 3682 Umber Timber Extension, Bongards, Ontario, K3A-9T1, CA, 822, 2002-03-18, Software Engineering, Port Credit Secondary School, Mississauga, Ontario, ",Clear ,2002-03-18
823,Shayla,Alejandro,F,Software Engineering,"7097 Pleasant Boulevard, Bourkes, Ontario, M9V-1R1, CA",0,"Port Credit Secondary School, Mississauga, Ontario","Shayla, Alejandro, 7097 Pleasant Boulevard, Bourkes, Ontario, M9V-1R1, CA, 823, 1994-05-20, Software Engineering, Port Credit Secondary School, Mississauga, Ontario, ",Clear,1994-05-20
824,Theodore,Kathryn,M,Electrical Engineering,"2757 Lost Nectar Wood, Tannin, Ontario, K3Q-9K1, CA",0,"Aurora High School, Aurora, Ontario","Theodore, Kathryn, 2757 Lost Nectar Wood, Tannin, Ontario, K3Q-9K1, CA, 824, 2000-12-27, Electrical Engineering, Aurora High School, Aurora, Ontario, ",Clear ,2000-12-27
825,Ashlee,Dakota,X,Electrical Engineering,"3681 Green Close, Gardiner, Ontario, M6C-4H0, CA",0,"Aurora High School, Aurora, Ontario","Ashlee, Dakota, 3681 Green Close, Gardiner, Ontario, M6C-4H0, CA, 825, 1992-12-17, Electrical Engineering, Aurora High School, Aurora, Ontario, ",Clear,1992-12-17
826,Grayson,Kelsey,F,Electrical Engineering,"9161 Colonial Harbour, Coe Hill Mines, Ontario, M7Q-4H6, CA",0,"Bishop Ryan Catholic Secondary School, Hamilton, Ontario","Grayson, Kelsey, 9161 Colonial Harbour, Coe Hill Mines, Ontario, M7Q-4H6, CA, 826, 1986-08-09, Electrical Engineering, Bishop Ryan Catholic Secondary School, Hamilton, Ontario, ",Clear ,1986-08-09
827,Kassidy,Julian,M,Mechatronics Engineering,"7779 Indian Towers, Don Mills, Ontario, L2U-7O2, CA",0,"Sir Winston Churchill Secondary School, Hamilton, Ontario","Kassidy, Julian, 7779 Indian Towers, Don Mills, Ontario, L2U-7O2, CA, 827, 2003-05-26, Mechatronics Engineering, Sir Winston Churchill Secondary School, Hamilton, Ontario, ",Clear,2003-05-26
828,Lorenzo,Alexa,F,Mechatronics Engineering,"5038 Golden Hills Grounds, Point Pelee, Ontario, K7K-1B7, CA",0,"Sir Winston Churchill Secondary School, St Catharines, Ontario","Lorenzo, Alexa, 5038 Golden Hills Grounds, Point Pelee, Ontario, K7K-1B7, CA, 828, 1999-06-19, Mechatronics Engineering, Sir Winston Churchill Secondary School, St Catharines, Ontario, ",Clear ,1999-06-19
829,Alaina,Miguel,M,Software Engineering,"5513 Gentle Leaf Chase, Preston, Ontario, L1H-8G7, CA",1,"Sir Wilfrid Laurier Secondary School, London, Ontario","Alaina, Miguel, 5513 Gentle Leaf Chase, Preston, Ontario, L1H-8G7, CA, 829, 2001-03-18, Software Engineering, Sir Wilfrid Laurier Secondary School, London, Ontario, ",Clear,2001-03-18
830,Joe,Claire,F,Software Engineering,"4593 Red River Cape, Amesdale, Ontario, K3K-0C3, CA",1,"Sir Wilfrid Laurier Secondary School, London, Ontario","Joe, Claire, 4593 Red River Cape, Amesdale, Ontario, K3K-0C3, CA, 830, 1985-05-10, Software Engineering, Sir Wilfrid Laurier Secondary School, London, Ontario, ",Clear ,1985-05-10
831,Rosa,Gavin,F,Software Engineering,"596 Cozy Point, Peterbell, Ontario, N3T-4U3, CA",0,"Sir Wilfrid Laurier Secondary School, London, Ontario","Rosa, Gavin, 596 Cozy Point, Peterbell, Ontario, N3T-4U3, CA, 831, 1985-09-07, Software Engineering, Sir Wilfrid Laurier Secondary School, London, Ontario, ",Clear,1985-09-07
832,Arthur,Laura,M,Software Engineering,"9652 Cotton Hickory Vista, Cobalt, Ontario, P0G-5Y9, CA",1,"Sir Wilfrid Laurier Secondary School, Orleans, Ontario","Arthur, Laura, 9652 Cotton Hickory Vista, Cobalt, Ontario, P0G-5Y9, CA, 832, 1985-06-19, Software Engineering, Sir Wilfrid Laurier Secondary School, Orleans, Ontario, ",Clear ,1985-06-19
833,Wendy,Jeremy,F,Electrical Engineering,"5911 Burning Campus, Riverside, Ontario, M7B-4A3, CA",1,"Sir Wilfrid Laurier Secondary School, Orleans, Ontario","Wendy, Jeremy, 5911 Burning Campus, Riverside, Ontario, M7B-4A3, CA, 833, 1995-05-08, Electrical Engineering, Sir Wilfrid Laurier Secondary School, Orleans, Ontario, ",Clear,1995-05-08
834,Bryant,Jada,M,Electrical Engineering,"904 Thunder Spring Turnabout, Cat Lake, Ontario, K3Y-7O1, CA",1,"Sir Wilfrid Laurier Secondary School, Orleans, Ontario","Bryant, Jada, 904 Thunder Spring Turnabout, Cat Lake, Ontario, K3Y-7O1, CA, 834, 1985-08-22, Electrical Engineering, Sir Wilfrid Laurier Secondary School, Orleans, Ontario, ",Clear ,1985-08-22
835,Logan,Lucas,F,Electrical Engineering,"7254 Quiet Willow Ramp, Mckenzie Island, Ontario, L4R-7L6, CA",0,"Sir Wilfrid Laurier Secondary School, Orleans, Ontario","Logan, Lucas, 7254 Quiet Willow Ramp, Mckenzie Island, Ontario, L4R-7L6, CA, 835, 1988-08-30, Electrical Engineering, Sir Wilfrid Laurier Secondary School, Orleans, Ontario, ",Clear,1988-08-30
836,Brent,Briana,F,Mechatronics Engineering,"5225 Clear Dale Ledge, Welland, Ontario, L6G-0S5, CA",1,"Bishop Macdonell Catholic Secondary School, Guelph, Ontario","Brent, Briana, 5225 Clear Dale Ledge, Welland, Ontario, L6G-0S5, CA, 836, 1985-06-06, Mechatronics Engineering, Bishop Macdonell Catholic Secondary School, Guelph, Ontario, ",Clear ,1985-06-06
837,Tabitha,Antonio,M,Mechatronics Engineering,"4058 Iron Bluff Limits, Canfield, Ontario, P6N-8Z6, CA",0,"Bishop Macdonell Catholic Secondary School, Guelph, Ontario","Tabitha, Antonio, 4058 Iron Bluff Limits, Canfield, Ontario, P6N-8Z6, CA, 837, 1987-03-16, Mechatronics Engineering, Bishop Macdonell Catholic Secondary School, Guelph, Ontario, ",Clear,1987-03-16
838,Roman,Zoe,F,Software Engineering,"5047 Blue Via, Madsen, Ontario, P4G-6I1, CA",0,"Bishop Macdonell Catholic Secondary School, Guelph, Ontario","Roman, Zoe, 5047 Blue Via, Madsen, Ontario, P4G-6I1, CA, 838, 2000-05-19, Software Engineering, Bishop Macdonell Catholic Secondary School, Guelph, Ontario, ",Clear ,2000-05-19
839,Paola,Sebastian,M,Software Engineering,"7388 High Dell, Lavant Station, Ontario, N0T-9V5, CA",0,"St. Joan of Arc Catholic Secondary School, Mississauga, Ontario","Paola, Sebastian, 7388 High Dell, Lavant Station, Ontario, N0T-9V5, CA, 839, 1991-08-09, Software Engineering, St. Joan of Arc Catholic Secondary School, Mississauga, Ontario, ",Clear,1991-08-09
840,Russell,Catherine,F,Software Engineering,"3560 Round Pond Promenade, Keene, Ontario, M0X-9P1, CA",0,"St. Joan of Arc Catholic Secondary School, Mississauga, Ontario","Russell, Catherine, 3560 Round Pond Promenade, Keene, Ontario, M0X-9P1, CA, 840, 1997-12-18, Software Engineering, St. Joan of Arc Catholic Secondary School, Mississauga, Ontario, ",Clear ,1997-12-18
841,Callie,Blake,F,Software Engineering,"8179 Wishing Grove Heath, Tottenham, Ontario, P0F-7K4, CA",0,"St. Joan of Arc Catholic Secondary School, Mississauga, Ontario","Callie, Blake, 8179 Wishing Grove Heath, Tottenham, Ontario, P0F-7K4, CA, 841, 1991-02-19, Software Engineering, St. Joan of Arc Catholic Secondary School, Mississauga, Ontario, ",Clear,1991-02-19
